,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6,object,id,category_name,follower,following,ar_effect,type_business,type_professional,verified,reel_count,reel_avg_view,reel_avg_comment,reel_avg_like,reel_avg_duration,reel_frequency,media_count,media_avg_comment,media_avg_like,media_frequency
800,CrcewcuAe-L,GraphSidecar,spiritualword,7059,865,2 people,rose,text,No Object,No Object,No Object,"web_site, website, internet_site, site",241277154,Entertainment website,2596488,1553,False,False,True,False,9266,641650.8333,4566.833333,39890.41667,45.55525,0.197501075,57618,1099.333333,10364.33333,-28.02642551
801,CrbznaSA6sJ,GraphSidecar,spiritualword,3276,459,french fries,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",241277154,Entertainment website,2596488,1553,False,False,True,False,9266,641650.8333,4566.833333,39890.41667,45.55525,0.197501075,57618,1099.333333,10364.33333,-28.02642551
802,CrbwEVmJ9eU,GraphImage,spiritualword,742,32,1 person,makeup,turtleneck,fishnet stockings,No Object,No Object,"bikini, two-piece",241277154,Entertainment website,2596488,1553,False,False,True,False,9266,641650.8333,4566.833333,39890.41667,45.55525,0.197501075,57618,1099.333333,10364.33333,-28.02642551
803,Ci78ylUr0qL,GraphSidecar,memelasdeorizaba,27310,77,No Object,No Object,No Object,No Object,No Object,No Object,oxygen_mask,6269882862,Digital creator,2371937,0,False,False,True,False,3391,842681.6667,2204.5,72252.41667,17.19975,24.7262185,54728,284.8333333,44220.0,-19.12006515
804,CWQ7DnrvTCl,GraphSidecar,memelasdeorizaba,103521,856,No Object,No Object,No Object,No Object,No Object,No Object,sweatshirt,6269882862,Digital creator,2371937,0,False,False,True,False,3391,842681.6667,2204.5,72252.41667,17.19975,24.7262185,54728,284.8333333,44220.0,-19.12006515
805,CrcEuT8OwEn,GraphImage,memelasdeorizaba,10339,50,bus,shuttle bus,No Object,No Object,No Object,No Object,minibus,6269882862,Digital creator,2371937,0,False,False,True,False,3391,842681.6667,2204.5,72252.41667,17.19975,24.7262185,54728,284.8333333,44220.0,-19.12006515
806,CrbnlTCO-ix,GraphImage,memelasdeorizaba,13871,138,10 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",6269882862,Digital creator,2371937,0,False,False,True,False,3391,842681.6667,2204.5,72252.41667,17.19975,24.7262185,54728,284.8333333,44220.0,-19.12006515
807,CrbWWc-OExv,GraphImage,memelasdeorizaba,20428,58,1 person,tablet,text,No Object,No Object,No Object,"web_site, website, internet_site, site",6269882862,Digital creator,2371937,0,False,False,True,False,3391,842681.6667,2204.5,72252.41667,17.19975,24.7262185,54728,284.8333333,44220.0,-19.12006515
808,Cq5uj8EIz3B,GraphSidecar,cabronazi,273472,1271,text,No Object,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1782156817,Community,11337978,220,False,False,True,True,7047,1165567.167,790.5833333,75641.41667,133.64425,7.37624165,53252,2194.083333,158040.5833,-1.182989089
809,CrdD5-Dob5y,GraphSidecar,cabronazi,2509,43,1 person,beer,bottle,text,No Object,No Object,Windsor_tie,1782156817,Community,11337978,220,False,False,True,True,7047,1165567.167,790.5833333,75641.41667,133.64425,7.37624165,53252,2194.083333,158040.5833,-1.182989089
810,CrcLOvUJhFE,GraphImage,nfl,18501,200,2 people,people playing football,people playing basketball,magazine,poster,ball,"web_site, website, internet_site, site",205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
811,CrcF-Dap7Jr,GraphSidecar,nfl,9429,136,1 person,playing football,ball,text,No Object,No Object,comic_book,205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
812,CrcCvN7Pp4K,GraphSidecar,nfl,114105,679,5 people,people playing football,No Object,No Object,No Object,No Object,comic_book,205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
813,Crb7pPRPyup,GraphImage,nfl,42686,427,2 people,people playing football,card,poster,football helmet,text,"web_site, website, internet_site, site",205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
814,Crb38g-PZOl,GraphSidecar,nfl,32059,290,2 people,people playing football,football helmet,text,No Object,No Object,bulletproof_vest,205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
815,Crb3bazgngN,GraphImage,nfl,152641,2768,7 people,people playing football,football helmet,No Object,No Object,No Object,"web_site, website, internet_site, site",205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
816,Crbzy3mPlCB,GraphSidecar,nfl,135482,694,2 people,people playing football,football helmet,helmet,stadium,No Object,"ballplayer, baseball_player",205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
817,CrbxXHLvw_M,GraphImage,nfl,435360,3153,3 people,people playing football,poster,football helmet,stadium,text,bulletproof_vest,205593849,Sports league,27530675,2155,True,True,True,True,11503,264268.4167,384.5833333,49180.75,42.509,13.36129332,52405,854.5,98479.91667,0.007090855
818,Crc3OTQqNUK,GraphImage,viralbhayani,2831,82,4 people,poster,No Object,No Object,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",1974171340,Digital creator,5631454,445,False,False,True,True,14647,353739.1667,307.5,26219.58333,59.597,1.469468667,57718,178.8333333,38357.83333,-0.05745048
819,Crc1dRZLVBo,GraphSidecar,viralbhayani,34217,98,4 people,beard,people smiling,text,No Object,No Object,"web_site, website, internet_site, site",1974171340,Digital creator,5631454,445,False,False,True,True,14647,353739.1667,307.5,26219.58333,59.597,1.469468667,57718,178.8333333,38357.83333,-0.05745048
820,CrcqHNJu5H8,GraphSidecar,complex,35477,211,2 people,people playing basketball,backboard,ball,text,No Object,maillot,11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
821,CrccUI7OIEs,GraphSidecar,complex,82326,472,2 people,girdle,spice,bra,text,No Object,"brassiere, bra, bandeau",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
822,CrcNznXRBHr,GraphSidecar,complex,9692,73,telescope,magazine,poster,text,No Object,No Object,"book_jacket, dust_cover, dust_jacket, dust_wrapper",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
823,CrcDwCDPgp3,GraphSidecar,complex,74100,284,1 person,text,No Object,No Object,No Object,No Object,"brassiere, bra, bandeau",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
824,Crb5FNNvM3M,GraphSidecar,complex,142369,1160,3 people,text,No Object,No Object,No Object,No Object,"diaper, nappy, napkin",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
825,Crbx_duvC1F,GraphSidecar,complex,175047,894,5 people,headscarf,text,No Object,No Object,No Object,"web_site, website, internet_site, site",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
826,CrbqlDWuAYo,GraphSidecar,complex,21182,224,2 people,people playing football,football helmet,stadium,text,No Object,"ballplayer, baseball_player",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
827,CrbddI0uPpf,GraphImage,complex,110660,826,condiment,sauce,No Object,No Object,No Object,No Object,pill_bottle,11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
828,CrbWTlfOtZ3,GraphImage,complex,34640,203,1 person,text,No Object,No Object,No Object,No Object,"suit, suit_of_clothes",11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
829,CrbVQjtOK_q,GraphSidecar,complex,52943,982,2 people,crowd,text,No Object,No Object,No Object,comic_book,11954021,Unknown,10945582,934,True,True,True,True,7198,573617.1667,471.1666667,65732.5,398.9715,10.65426678,51470,461.4166667,63116.58333,0.046809854
830,ComnNBeyBji,GraphSidecar,zonakorea,2385,1041,box,hamper,carton,text,No Object,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
831,Cra_L2ppUPR,GraphSidecar,zonakorea,2628,51,3 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
832,Cra4zDApjEm,GraphSidecar,zonakorea,1666,5,4 people,poster,text,No Object,No Object,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
833,CrarUwAJr3X,GraphSidecar,zonakorea,755,3,2 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
834,CraoJDaJyPm,GraphSidecar,zonakorea,6117,123,8 people,poster,text,No Object,No Object,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
835,CraafKNJP4e,GraphImage,zonakorea,560,1,12 people,bangs,poster,top,text,No Object,"web_site, website, internet_site, site",1904985708,Blogger,870571,73,True,False,True,False,10288,31669.91667,27.16666667,3996.916667,25.361,5.744215112,51914,104.75,2011.0,-6.347991238
836,Cq9V5bshn2b,GraphImage,bleacherreport,687252,4176,1 person,ball,backboard,No Object,No Object,No Object,"harmonica, mouth_organ, harp, mouth_harp",28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
837,CrcpIBcudlZ,GraphSidecar,bleacherreport,279250,5549,3 people,people playing basketball,ball,backboard,basketball court,No Object,"horizontal_bar, high_bar",28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
838,CrcoSuNuKnV,GraphSidecar,bleacherreport,129403,861,basketball,basketball jersey,ball,backboard,crowd,No Object,knee_pad,28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
839,Crcl7rVulto,GraphImage,bleacherreport,229077,1642,1 person,playing basketball,basketball jersey,ball,backboard,crowd,basketball,28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
840,Crclv2-uiZV,GraphSidecar,bleacherreport,313986,4584,1 person,playing basketball,backboard,ball,crowd,text,basketball,28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
841,CrclFc8urRn,GraphSidecar,bleacherreport,349411,1652,4 people,people playing basketball,ball,backboard,crowd,text,scoreboard,28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
842,CrcktQGuGzz,GraphSidecar,bleacherreport,226965,1834,3 people,people playing basketball,backboard,ball,scoreboard,No Object,"horizontal_bar, high_bar",28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
843,CrcgexXuftA,GraphSidecar,bleacherreport,160245,1392,6 people,text,No Object,No Object,No Object,No Object,"web_site, website, internet_site, site",28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
844,CrcbYfuMPuo,GraphSidecar,bleacherreport,38493,351,1 person,playing basketball,basketball jersey,ball,poster,backboard,packet,28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
845,CrcW4i5sQR6,GraphSidecar,bleacherreport,44455,442,4 people,people playing hockey,hockey stick,text,No Object,No Object,"slot, one-armed_bandit",28995773,News & media website,20968113,661,True,True,True,True,17804,887186.1667,1256.75,123328.1667,58.06708333,27.88694874,47487,2008.833333,217393.9167,-0.658569941
846,CrczDOgoeSf,GraphSidecar,laliga,39640,104,1 person,playing football,playing soccer,cleats,stadium,No Object,"ballplayer, baseball_player",591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
847,CrcebbEtAUI,GraphImage,laliga,7686,41,2 people,people playing football,people playing soccer,stadium,No Object,No Object,rugby_ball,591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
848,CrcQsuvNmXj,GraphImage,laliga,36326,58,3 people,people playing football,people playing soccer,cleats,ball,stadium,basketball,591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
849,CrcC97UoJzs,GraphImage,laliga,10212,40,1 person,playing football,playing soccer,stadium,No Object,No Object,"ballplayer, baseball_player",591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
850,Crb4uaXKTAM,GraphImage,laliga,94086,169,1 person,playing football,playing soccer,stadium,No Object,No Object,"television, television_system",591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
851,Crb0nIZsPUZ,GraphImage,laliga,25465,50,1 person,playing soccer,playing football,poster,stadium,No Object,"chimpanzee, chimp, Pan_troglodytes",591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
852,CrbuSSZMLpy,GraphSidecar,laliga,9557,30,1 person,playing football,playing soccer,stadium,text,No Object,torch,591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
853,CrbZNjioHbB,GraphImage,laliga,74861,98,1 person,poster,No Object,No Object,No Object,No Object,crutch,591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
854,CrbMR5QobjD,GraphImage,laliga,10192,23,2 people,chess,No Object,No Object,No Object,No Object,cuirass,591417230,Sports league,45657426,911,True,False,True,True,7776,263545.75,103.75,36997.16667,36.00575,13.36553241,47402,57.33333333,26942.16667,0.064341352
855,CqLgFJQOsjB,GraphImage,tommyphillipsiv,0,0,2 people,grave stone,monument,No Object,No Object,No Object,"brass, memorial_tablet, plaque",7741887394,Entrepreneur,1893,1763,False,True,True,False,12488,2.0,0.833333333,1.916666667,31.66666667,0.782266616,48600,0.416666667,0.416666667,-2.809324405
856,CqQzQjVuWQ5,GraphImage,tommyphillipsiv,1,0,1 person,microphone,newspaper,No Object,No Object,No Object,"microphone, mike",7741887394,Entrepreneur,1893,1763,False,True,True,False,12488,2.0,0.833333333,1.916666667,31.66666667,0.782266616,48600,0.416666667,0.416666667,-2.809324405
857,CrdF0ktO3Gd,GraphImage,tommyphillipsiv,0,0,5 people,magazine,poster,No Object,No Object,No Object,comic_book,7741887394,Entrepreneur,1893,1763,False,True,True,False,12488,2.0,0.833333333,1.916666667,31.66666667,0.782266616,48600,0.416666667,0.416666667,-2.809324405
